UniProtKB:P01160	Natriuretic peptides A		GO:0043508		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR14066	protein		PMID:22399583	20190909
UniProtKB:O14543	Suppressor of cytokine signaling 3		GO:0043551		GOC	NCBITaxon:9606	IEA	GO:0046935	PANTHER:PTHR10155	protein		GO_REF:0000108	20190914
UniProtKB:O14543	Suppressor of cytokine signaling 3		GO:0046935		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:109277|PANTHER:PTN000806614|RGD:3329|RGD:621042	PANTHER:PTHR10155	protein		PMID:21873635	20170228
UniProtKB:P23743	Diacylglycerol kinase alpha		GO:0003951		InterPro	NCBITaxon:9606	IEA	InterPro:IPR017438	PANTHER:PTHR11255	protein		GO_REF:0000002	20190907
UniProtKB:P23743	Diacylglycerol kinase alpha		GO:0004143		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR11255	protein		PMID:18004883	20160721
UniProtKB:P23743	Diacylglycerol kinase alpha		GO:0004143	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000507"", ""label"": ""activated_by""}], ""id"": ""CHEBI:16393"", ""label"": ""sphingosine""}}|{""relationship"": {""relation"": [{""id"": ""GOREL:0000752"", ""label"": ""has_direct_input""}], ""id"": ""CHEBI:75936"", ""label"": ""1-O-palmityl-2-acetyl-sn-glycerol""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0046486"", ""label"": ""glycerolipid metabolic process""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0046835"", ""label"": ""carbohydrate phosphorylation""}}|{""relationship"": {""relation"": [{""id"": ""GOREL:0000752"", ""label"": ""has_direct_input""}], ""id"": ""CHEBI:17815"", ""label"": ""1,2-diacyl-sn-glycerol""}}|{""relationship"": {""relation"": [{""id"": ""RO:0002234"", ""label"": ""has output""}], ""id"": ""CHEBI:29089"", ""label"": ""1,2-diacyl-sn-glycerol 3-phosphate""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0046339"", ""label"": ""diacylglycerol metabolic process""}}|{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0046835"", ""label"": ""carbohydrate phosphorylation""}}"	BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR11255	protein		PMID:22627129	20160704
UniProtKB:P23743	Diacylglycerol kinase alpha		GO:0016301	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000507"", ""label"": ""activated_by""}], ""id"": ""CHEBI:29108"", ""label"": ""calcium(2+)""}}|{""relationship"": {""relation"": [{""id"": ""GOREL:0000752"", ""label"": ""has_direct_input""}], ""id"": ""CHEBI:52323"", ""label"": ""1,2-dioleoylglycerol""}}"	BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR11255	protein		PMID:18004883	20160721
UniProtKB:P23743	Diacylglycerol kinase alpha		GO:0004143		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0020930|FB:FBgn0085390|MGI:MGI:102952|MGI:MGI:2442474|MGI:MGI:2443430|PANTHER:PTN000135279|RGD:2320722|RGD:2488|RGD:2499|RGD:70929|RGD:735049|UniProtKB:O75912|UniProtKB:P23743|UniProtKB:P49619|UniProtKB:P52429|UniProtKB:P52824|UniProtKB:Q13574|UniProtKB:Q16760|UniProtKB:Q5KSL6|UniProtKB:Q86XP1|UniProtKB:Q9Y6T7|WB:WBGene00000958	PANTHER:PTHR11255	protein		PMID:21873635	20180919
UniProtKB:Q01813	ATP-dependent 6-phosphofructokinase, platelet type		GO:0003872		UniProt	NCBITaxon:9606	ISS	UniProtKB:P47859	PANTHER:PTHR13697	protein		GO_REF:0000024	20090429
UniProtKB:Q01813	ATP-dependent 6-phosphofructokinase, platelet type		GO:0003872		UniProt	NCBITaxon:9606	TAS		PANTHER:PTHR13697	protein		PMID:1834056	20010816
UniProtKB:Q01813	ATP-dependent 6-phosphofructokinase, platelet type		GO:0003872		GO_Central	NCBITaxon:9606	IBA	EcoGene:EG10699|FB:FBgn0003071|MGI:MGI:97548|PANTHER:PTN000344216|PomBase:SPBC16H5.02|RGD:61893|RGD:68419|UniProtKB:P08237|dictyBase:DDB_G0274111	PANTHER:PTHR13697	protein		PMID:21873635	20190106
UniProtKB:Q01813	ATP-dependent 6-phosphofructokinase, platelet type		GO:0003872		GO_Central	NCBITaxon:9606	IBA	EcoGene:EG10699|FB:FBgn0003071|MGI:MGI:97548|PANTHER:PTN000344216|PomBase:SPBC16H5.02|RGD:61893|RGD:68419|UniProtKB:P08237|dictyBase:DDB_G0274111	PANTHER:PTHR13697	protein		PMID:21873635	20181130
UniProtKB:O14512	Suppressor of cytokine signaling 7		GO:0043551		GOC	NCBITaxon:9606	IEA	GO:0046935	PANTHER:PTHR10155	protein		GO_REF:0000108	20190914
UniProtKB:O14512	Suppressor of cytokine signaling 7		GO:0046935		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:109277|PANTHER:PTN000806614|RGD:3329|RGD:621042	PANTHER:PTHR10155	protein		PMID:21873635	20170228
UniProtKB:O14508	Suppressor of cytokine signaling 2		GO:0043551		GOC	NCBITaxon:9606	IEA	GO:0046935	PANTHER:PTHR10155	protein		GO_REF:0000108	20190914
UniProtKB:O14508	Suppressor of cytokine signaling 2		GO:0046935		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:109277|PANTHER:PTN000806614|RGD:3329|RGD:621042	PANTHER:PTHR10155	protein		PMID:21873635	20170228
UniProtKB:Q9NWW6	Nicotinamide riboside kinase 1		GO:0050262		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR10285	protein		PMID:15137942	20160505
UniProtKB:Q9NWW6	Nicotinamide riboside kinase 1		GO:0050262		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR10285	protein		PMID:17914902	20160505
UniProtKB:Q9NWW6	Nicotinamide riboside kinase 1		GO:0061769		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR10285	protein		PMID:15137942	20160505
UniProtKB:Q9NWW6	Nicotinamide riboside kinase 1		GO:0061769		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR10285	protein		PMID:17914902	20160505
UniProtKB:Q9NWW6	Nicotinamide riboside kinase 1		GO:0016301		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001616707|SGD:S000005073|SGD:S000005295|TAIR:locus:2086523|TAIR:locus:2164516|UniProtKB:Q9NWW6	PANTHER:PTHR10285	protein		PMID:21873635	20181120
UniProtKB:Q13233	Mitogen-activated protein kinase kinase kinase 1		GO:0000186		GOC	NCBITaxon:9606	IEA	GO:0004709	PANTHER:PTHR24361	protein		GO_REF:0000108	20190914
UniProtKB:Q13233	Mitogen-activated protein kinase kinase kinase 1		GO:0004672		MGI	NCBITaxon:9606	IDA		PANTHER:PTHR24361	protein		PMID:15001576	20060120
UniProtKB:Q13233	Mitogen-activated protein kinase kinase kinase 1		GO:0004672		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24361	protein		Reactome:R-HSA-933530	20100816
UniProtKB:Q13233	Mitogen-activated protein kinase kinase kinase 1		GO:0004674		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR24361	protein		PMID:7997270	20150207
UniProtKB:Q13233	Mitogen-activated protein kinase kinase kinase 1		GO:0004674		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR24361	protein		PMID:9639556	20150207
UniProtKB:Q13233	Mitogen-activated protein kinase kinase kinase 1		GO:0004709		UniProt	NCBITaxon:9606	NAS		PANTHER:PTHR24361	protein		PMID:9808624	20010919
UniProtKB:Q13233	Mitogen-activated protein kinase kinase kinase 1		GO:0032147		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1919399|PANTHER:PTN000684825|RGD:727905|UniProtKB:Q7RTN6|UniProtKB:Q9C0K7	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:Q13233	Mitogen-activated protein kinase kinase kinase 1		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0023083|FB:FBgn0025743|FB:FBgn0031030|FB:FBgn0035001|FB:FBgn0261456|FB:FBgn0267698|MGI:MGI:1344404|MGI:MGI:1346882|MGI:MGI:1349394|MGI:MGI:1355329|MGI:MGI:1858416|MGI:MGI:1917378|MGI:MGI:1920334|PANTHER:PTN000684825|PomBase:SPBC1604.14c|PomBase:SPBC21.06c|RGD:3250|RGD:3251|RGD:621643|RGD:708455|RGD:727905|SGD:S000005242|TAIR:locus:2035989|TAIR:locus:2045658|TAIR:locus:2080394|TAIR:locus:2116417|TAIR:locus:2133559|TAIR:locus:2174969|TAIR:locus:2205523|TAIR:locus:2206885|UniProtKB:A0A0B4KGS4|UniProtKB:C0H4N8|UniProtKB:O94804|UniProtKB:O95747|UniProtKB:O95819|UniProtKB:O96013|UniProtKB:Q02750|UniProtKB:Q12851|UniProtKB:Q13043|UniProtKB:Q13153|UniProtKB:Q13177|UniProtKB:Q13188|UniProtKB:Q13233|UniProtKB:Q8IVH8|UniProtKB:Q8N4C8|UniProtKB:Q92918|UniProtKB:Q99558|UniProtKB:Q9H2G2|UniProtKB:Q9H2K8|UniProtKB:Q9UEW8|UniProtKB:Q9UKE5|UniProtKB:Q9UL54|UniProtKB:Q9Y4K4|UniProtKB:Q9Y6E0|WB:WBGene00013355|WB:WBGene00017472|dictyBase:DDB_G0276459|dictyBase:DDB_G0286359	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:P50053	Ketohexokinase		GO:0004454		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR43085	protein		PMID:12941785	20150618
UniProtKB:P50053	Ketohexokinase		GO:0004454		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1096353|PANTHER:PTN001634026|RGD:2966|UniProtKB:P50053	PANTHER:PTHR43085	protein		PMID:21873635	20180504
UniProtKB:P50053	Ketohexokinase		GO:0019200		GO_Central	NCBITaxon:9606	IBA	EcoGene:EG12912|PANTHER:PTN002454094	PANTHER:PTHR43085	protein		PMID:21873635	20180504
UniProtKB:P33981	Dual specificity protein kinase TTK		GO:0004713		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0829	PANTHER:PTHR22974	protein		GO_REF:0000037	20190914
UniProtKB:P33981	Dual specificity protein kinase TTK		GO:0004674		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000540737|PomBase:SPBC106.01|SGD:S000002186|TAIR:locus:2147087|TAIR:locus:2203196|UniProtKB:Q86UE8|UniProtKB:Q9UKI8|WB:WBGene00006579	PANTHER:PTHR22974	protein		PMID:21873635	20190308
UniProtKB:P33981	Dual specificity protein kinase TTK		GO:0004712		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1194921|PANTHER:PTN001122082|SGD:S000002186	PANTHER:PTHR22974	protein		PMID:21873635	20190308
UniProtKB:Q96RU7	Tribbles homolog 3		GO:0004860		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0649	PANTHER:PTHR22961	protein		GO_REF:0000037	20190914
UniProtKB:Q96RU7	Tribbles homolog 3		GO:0006469		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR22961	protein		PMID:12791994	20100430
UniProtKB:Q96RU7	Tribbles homolog 3		GO:0043405		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR22961	protein		PMID:15299019	20051115
UniProtKB:Q96RU7	Tribbles homolog 3	not	GO:0016301		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR22961	protein		PMID:12743605	20041019
UniProtKB:Q96RU7	Tribbles homolog 3		GO:0043405		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001121144|UniProtKB:Q96RU7|UniProtKB:Q96RU8	PANTHER:PTHR22961	protein		PMID:21873635	20170228
UniProtKB:A6NI73	Leukocyte immunoglobulin-like receptor subfamily A member 5		GO:0061098	"{""relationship"": {""relation"": [{""id"": ""RO:0002211"", ""label"": ""regulates""}, {""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""CL:0000576"", ""label"": ""monocyte""}}"	UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR11738	protein		PMID:19009525	20180927
UniProtKB:Q9BUL8	Programmed cell death protein 10		GO:0043406		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR13250	protein		PMID:17360971	20100528
UniProtKB:Q9BUL8	Programmed cell death protein 10		GO:0071902	"{""relationship"": {""relation"": [{""id"": ""RO:0002233"", ""label"": ""has input""}], ""id"": ""UniProtKB:O00506"", ""label"": ""UniProtKB:O00506""}}"	UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR13250	protein		PMID:20332113	20141117
UniProtKB:Q02156	Protein kinase C epsilon type		GO:0004674	"{""relationship"": {""relation"": [{""id"": ""GOREL:0000752"", ""label"": ""has_direct_input""}], ""id"": ""UniProtKB:P46940"", ""label"": ""UniProtKB:P46940""}}"	UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24356	protein		PMID:15695813	20140905
UniProtKB:Q02156	Protein kinase C epsilon type		GO:0004697		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR24356	protein		PMID:18556656	20100727
UniProtKB:Q02156	Protein kinase C epsilon type		GO:0004699		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P16054|ensembl:ENSMUSP00000094874	PANTHER:PTHR24356	protein		GO_REF:0000107	20190816
UniProtKB:Q02156	Protein kinase C epsilon type		GO:0004674		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0003091|FB:FBgn0003744|FB:FBgn0010379|FB:FBgn0260399|FB:FBgn0261854|MGI:MGI:104874|MGI:MGI:2182368|MGI:MGI:87986|MGI:MGI:894676|MGI:MGI:97595|MGI:MGI:97596|MGI:MGI:97599|MGI:MGI:97602|PANTHER:PTN000683254|PomBase:SPAC1B9.02c|PomBase:SPAC22E12.14c|PomBase:SPAC24B11.11c|PomBase:SPAC821.12|PomBase:SPAPB18E9.02c|PomBase:SPCC576.15c|RGD:2081|RGD:2082|RGD:3399|RGD:3668|RGD:620146|RGD:620968|RGD:62390|SGD:S000001248|SGD:S000001609|SGD:S000001861|SGD:S000002898|SGD:S000003324|SGD:S000005105|SGD:S000005460|SGD:S000006315|TAIR:locus:2088515|UniProtKB:O15530|UniProtKB:O95835|UniProtKB:P05771|UniProtKB:P17252|UniProtKB:P31749|UniProtKB:P31751|UniProtKB:P41743|UniProtKB:Q02156|UniProtKB:Q04759|UniProtKB:Q05513|UniProtKB:Q05655|UniProtKB:Q09013|UniProtKB:Q15208|UniProtKB:Q16512|UniProtKB:Q16513|UniProtKB:Q96GX5|UniProtKB:Q9NRM7|UniProtKB:Q9XF67|UniProtKB:Q9Y243|UniProtKB:Q9Y2H1|WB:WBGene00000102|WB:WBGene00000103|WB:WBGene00004034|WB:WBGene00004789|WB:WBGene00006599|dictyBase:DDB_G0268620	PANTHER:PTHR24356	protein		PMID:21873635	20170228
UniProtKB:Q92519	Tribbles homolog 2		GO:0004860		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0649	PANTHER:PTHR22961	protein		GO_REF:0000037	20190914
UniProtKB:Q92519	Tribbles homolog 2		GO:0006469		BHF-UCL	NCBITaxon:9606	NAS		PANTHER:PTHR22961	protein		PMID:12791994	20100430
UniProtKB:Q92519	Tribbles homolog 2		GO:0043405		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q96RU8	PANTHER:PTHR22961	protein		GO_REF:0000024	20051115
UniProtKB:Q92519	Tribbles homolog 2	not	GO:0004672		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q28283	PANTHER:PTHR22961	protein		GO_REF:0000024	20051115
UniProtKB:Q92519	Tribbles homolog 2		GO:0043405		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001121144|UniProtKB:Q96RU7|UniProtKB:Q96RU8	PANTHER:PTHR22961	protein		PMID:21873635	20170228
UniProtKB:Q9P2K8	eIF-2-alpha kinase GCN2		GO:0004674		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q9QZ05	PANTHER:PTHR11042	protein		GO_REF:0000024	20050412
UniProtKB:Q9P2K8	eIF-2-alpha kinase GCN2		GO:0004694		UniProt	NCBITaxon:9606	ISS	UniProtKB:P15442	PANTHER:PTHR11042	protein		GO_REF:0000024	20050412
UniProtKB:Q9P2K8	eIF-2-alpha kinase GCN2		GO:0004694		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q9QZ05	PANTHER:PTHR11042	protein		GO_REF:0000024	20151014
UniProtKB:Q9P2K8	eIF-2-alpha kinase GCN2		GO:0004694		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q9QZ05	PANTHER:PTHR11042	protein		PMID:10504407	20051108
UniProtKB:Q9P2K8	eIF-2-alpha kinase GCN2		GO:0004694		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR11042	protein		PMID:25329545	20151029
UniProtKB:Q9P2K8	eIF-2-alpha kinase GCN2		GO:0004672		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:103075|MGI:MGI:1341830|MGI:MGI:1353448|MGI:MGI:1353449|PANTHER:PTN000113601|PomBase:SPBC36B7.09|SGD:S000002691|TAIR:locus:2024780|UniProtKB:P19525|UniProtKB:Q8IL26|WB:WBGene00006988|ZFIN:ZDB-GENE-050301-2|ZFIN:ZDB-GENE-080422-1	PANTHER:PTHR11042	protein		PMID:21873635	20180302
UniProtKB:Q9BUZ4	TNF receptor-associated factor 4		GO:0007250		InterPro	NCBITaxon:9606	IEA	InterPro:IPR027138|InterPro:IPR037307	PANTHER:PTHR10131	protein		GO_REF:0000002	20190907
UniProtKB:Q9BUZ4	TNF receptor-associated factor 4		GO:0045860		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR10131	protein		PMID:16157600	20100625
UniProtKB:P23677	Inositol-trisphosphate 3-kinase A		GO:0004683		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P17105|ensembl:ENSRNOP00000007247	PANTHER:PTHR12400	protein		GO_REF:0000107	20190816
UniProtKB:P23677	Inositol-trisphosphate 3-kinase A		GO:0008440		UniProt	NCBITaxon:9606	IEA	EC:2.7.1.127	PANTHER:PTHR12400	protein		GO_REF:0000003	20190914
UniProtKB:Q8N8J0	Putative inactive phosphatidylinositol 4-kinase alpha-like protein P1		GO:0004430		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:2448506|PANTHER:PTN000006021|RGD:621213|SGD:S000004296|TAIR:locus:2010202	PANTHER:PTHR10048	protein		PMID:21873635	20170228
UniProtKB:A0A0B4J203	Uncharacterized protein		GO:0004714		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0003733|FB:FBgn0040505|FB:FBgn0283499|MGI:MGI:109378|MGI:MGI:1339758|MGI:MGI:1345277|MGI:MGI:95276|MGI:MGI:95294|MGI:MGI:95522|MGI:MGI:95524|MGI:MGI:95558|MGI:MGI:95561|MGI:MGI:96677|MGI:MGI:96683|MGI:MGI:96969|MGI:MGI:97384|MGI:MGI:97530|MGI:MGI:97902|MGI:MGI:98277|MGI:MGI:99611|MGI:MGI:99612|MGI:MGI:99654|PANTHER:PTN002356460|RGD:2543|RGD:2611|RGD:2621|RGD:2869|RGD:2917|RGD:2965|RGD:3082|RGD:3213|RGD:3214|RGD:3284|RGD:3285|RGD:620144|RGD:620714|RGD:620831|RGD:621737|UniProtKB:P00533|UniProtKB:P04626|UniProtKB:P04629|UniProtKB:P06213|UniProtKB:P07333|UniProtKB:P07949|UniProtKB:P08069|UniProtKB:P09619|UniProtKB:P10721|UniProtKB:P11362|UniProtKB:P14616|UniProtKB:P16234|UniProtKB:P17948|UniProtKB:P21709|UniProtKB:P21802|UniProtKB:P22455|UniProtKB:P22607|UniProtKB:P29317|UniProtKB:P29320|UniProtKB:P35916|UniProtKB:P35968|UniProtKB:P54753|UniProtKB:P54760|UniProtKB:P54762|UniProtKB:Q08345|UniProtKB:Q15303|UniProtKB:Q16620|UniProtKB:Q16832|UniProtKB:Q5JZY3|UniProtKB:Q91987|UniProtKB:Q9UM73|WB:WBGene00000289|WB:WBGene00006868|WB:WBGene00020504|ZFIN:ZDB-GENE-980526-255	PANTHER:PTHR24416	protein		PMID:21873635	20180820
UniProtKB:A0A0B4J203	Uncharacterized protein		GO:0005018		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:97530|PANTHER:PTN002814370|RGD:3284|UniProtKB:P16234	PANTHER:PTHR24416	protein		PMID:21873635	20181015
UniProtKB:P23634	Plasma membrane calcium-transporting ATPase 4		GO:2000481	"{""relationship"": {""relation"": [{""id"": ""BFO:0000066"", ""label"": ""occurs in""}], ""id"": ""UBERON:0000948"", ""label"": ""heart""}}"	BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR24093	protein		PMID:19278978	20140804
UniProtKB:A0A0B4J1T7	Activin_recp domain-containing protein		GO:0004675		InterPro	NCBITaxon:9606	IEA	InterPro:IPR000472		protein		GO_REF:0000002	20190907
UniProtKB:Q01974	Tyrosine-protein kinase transmembrane receptor ROR2		GO:0043507		Ensembl	NCBITaxon:9606	IEA	UniProtKB:D3ZNY8|ensembl:ENSRNOP00000069636	PANTHER:PTHR24416	protein		GO_REF:0000107	20190816
UniProtKB:Q01974	Tyrosine-protein kinase transmembrane receptor ROR2		GO:1900020		Ensembl	NCBITaxon:9606	IEA	UniProtKB:D3ZNY8|ensembl:ENSRNOP00000069636	PANTHER:PTHR24416	protein		GO_REF:0000107	20190816
UniProtKB:Q01974	Tyrosine-protein kinase transmembrane receptor ROR2		GO:0004714		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0003733|FB:FBgn0040505|FB:FBgn0283499|MGI:MGI:109378|MGI:MGI:1339758|MGI:MGI:1345277|MGI:MGI:95276|MGI:MGI:95294|MGI:MGI:95522|MGI:MGI:95524|MGI:MGI:95558|MGI:MGI:95561|MGI:MGI:96677|MGI:MGI:96683|MGI:MGI:96969|MGI:MGI:97384|MGI:MGI:97530|MGI:MGI:97902|MGI:MGI:98277|MGI:MGI:99611|MGI:MGI:99612|MGI:MGI:99654|PANTHER:PTN002356460|RGD:2543|RGD:2611|RGD:2621|RGD:2869|RGD:2917|RGD:2965|RGD:3082|RGD:3213|RGD:3214|RGD:3284|RGD:3285|RGD:620144|RGD:620714|RGD:620831|RGD:621737|UniProtKB:P00533|UniProtKB:P04626|UniProtKB:P04629|UniProtKB:P06213|UniProtKB:P07333|UniProtKB:P07949|UniProtKB:P08069|UniProtKB:P09619|UniProtKB:P10721|UniProtKB:P11362|UniProtKB:P14616|UniProtKB:P16234|UniProtKB:P17948|UniProtKB:P21709|UniProtKB:P21802|UniProtKB:P22455|UniProtKB:P22607|UniProtKB:P29317|UniProtKB:P29320|UniProtKB:P35916|UniProtKB:P35968|UniProtKB:P54753|UniProtKB:P54760|UniProtKB:P54762|UniProtKB:Q08345|UniProtKB:Q15303|UniProtKB:Q16620|UniProtKB:Q16832|UniProtKB:Q5JZY3|UniProtKB:Q91987|UniProtKB:Q9UM73|WB:WBGene00000289|WB:WBGene00006868|WB:WBGene00020504|ZFIN:ZDB-GENE-980526-255	PANTHER:PTHR24416	protein		PMID:21873635	20180820
UniProtKB:Q92772	Cyclin-dependent kinase-like 2		GO:0004672		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR24056	protein		PMID:9000130	20030904
UniProtKB:Q92772	Cyclin-dependent kinase-like 2		GO:0004693		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0004106|FB:FBgn0005640|FB:FBgn0013762|FB:FBgn0019949|FB:FBgn0263237|MGI:MGI:104772|MGI:MGI:88351|MGI:MGI:88357|PANTHER:PTN000623091|PomBase:SPAC23H4.17c|PomBase:SPAC2F3.15|PomBase:SPBC11B10.09|PomBase:SPBC19F8.07|PomBase:SPBC32H8.10|RGD:2319|RGD:621120|RGD:621124|RGD:70486|RGD:70514|SGD:S000000364|SGD:S000001622|SGD:S000005952|SGD:S000005963|SGD:S000006365|TAIR:locus:2011761|UniProtKB:C9K505|UniProtKB:O94921|UniProtKB:P06493|UniProtKB:P11802|UniProtKB:P24941|UniProtKB:P50750|UniProtKB:P61075|UniProtKB:Q00534|UniProtKB:Q8IJQ1|WB:WBGene00000405|ZFIN:ZDB-GENE-010131-2|dictyBase:DDB_G0272813|dictyBase:DDB_G0288677	PANTHER:PTHR24056	protein		PMID:21873635	20170228
UniProtKB:P13385	Teratocarcinoma-derived growth factor 1		GO:0000187		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR14949	protein		PMID:9013573	20040722
UniProtKB:P13385	Teratocarcinoma-derived growth factor 1		GO:0000187		MGI	NCBITaxon:9606	IDA		PANTHER:PTHR14949	protein		PMID:9013573	20110415
UniProtKB:A2A3N6	Putative PIP5K1A and PSMD4-like protein		GO:0016307		InterPro	NCBITaxon:9606	IEA	InterPro:IPR002498	PANTHER:PTHR23086	protein		GO_REF:0000002	20190907
UniProtKB:Q9C0C7	Activating molecule in BECN1-regulated autophagy protein 1		GO:0043552		ParkinsonsUK-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR22874	protein		PMID:21753002	20151112
UniProtKB:Q96M32	Adenylate kinase 7		GO:0004017		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR23359	protein		PMID:21080915	20110120
UniProtKB:Q96M32	Adenylate kinase 7		GO:0004127		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR23359	protein		PMID:21080915	20110120
UniProtKB:Q96M32	Adenylate kinase 7		GO:0004550		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR23359	protein		PMID:23416111	20130729
UniProtKB:P45985	Dual specificity mitogen-activated protein kinase kinase 4		GO:0004672		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR24361	protein		PMID:7716521	20030904
UniProtKB:P45985	Dual specificity mitogen-activated protein kinase kinase 4		GO:0004713		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0829	PANTHER:PTHR24361	protein		GO_REF:0000037	20190914
UniProtKB:P45985	Dual specificity mitogen-activated protein kinase kinase 4		GO:0032147		GO_Central	NCBITaxon:9606	IBA	MGI:MGI:1919399|PANTHER:PTN000684825|RGD:727905|UniProtKB:Q7RTN6|UniProtKB:Q9C0K7	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:P45985	Dual specificity mitogen-activated protein kinase kinase 4		GO:0004708		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0261524|MGI:MGI:1346866|MGI:MGI:1346868|PANTHER:PTN000684494|PomBase:SPAC1D4.13|PomBase:SPBC409.07c|RGD:1307040|RGD:1560043|RGD:61888|RGD:620666|RGD:70495|SGD:S000002318|SGD:S000003664|TAIR:locus:2170578|UniProtKB:O14733|UniProtKB:P36507|UniProtKB:P52564|UniProtKB:Q02750|WB:WBGene00003185|WB:WBGene00003186|WB:WBGene00004758	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:P45985	Dual specificity mitogen-activated protein kinase kinase 4		GO:0000187		GO_Central	NCBITaxon:9606	IBA	FB:FBgn0261524|MGI:MGI:1346866|MGI:MGI:1346868|MGI:MGI:1346870|PANTHER:PTN000684494|RGD:61890|RGD:70495|SGD:S000002318|SGD:S000003664|UniProtKB:P52564|UniProtKB:Q02750|WB:WBGene00003185|WB:WBGene00003368|WB:WBGene00004758	PANTHER:PTHR24361	protein		PMID:21873635	20170228
UniProtKB:P45985	Dual specificity mitogen-activated protein kinase kinase 4		GO:0008545		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN001220507|RGD:1307040	PANTHER:PTHR24361	protein		PMID:21873635	20170228
